From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,GeneName
P08571,P08571,reviewed,CD14_HUMAN,"Monocyte differentiation antigen CD14 (My23 antigen) (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14) [Cleaved into: Monocyte differentiation antigen CD14, urinary form; Monocyte differentiation antigen CD14, membrane-bound form]",CD14,Homo sapiens (Human),375,CD14
A0A0C4DH32,A0A0C4DH32,reviewed,HV320_HUMAN,Immunoglobulin heavy variable 3-20,IGHV3-20,Homo sapiens (Human),117,IGHV3-20
Q6UXV4,Q6UXV4,reviewed,MIC27_HUMAN,MICOS complex subunit MIC27 (Apolipoprotein O-like) (Protein FAM121A),APOOL CXorf33 FAM121A MIC27 UNQ8193/PRO23204,Homo sapiens (Human),268,APOOL
A0A075B7B8,A0A075B7B8,unreviewed,A0A075B7B8_HUMAN,Immunoglobulin heavy variable 3/OR16-12 (non-functional),IGHV3OR16-12,Homo sapiens (Human),117,IGHV3OR16-12
P54289,P54289,reviewed,CA2D1_HUMAN,Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1],CACNA2D1 CACNL2A CCHL2A MHS3,Homo sapiens (Human),1103,CACNA2D1
Q32MZ4,Q32MZ4,reviewed,LRRF1_HUMAN,Leucine-rich repeat flightless-interacting protein 1 (LRR FLII-interacting protein 1) (GC-binding factor 2) (TAR RNA-interacting protein),LRRFIP1 GCF2 TRIP,Homo sapiens (Human),808,LRRFIP1
Q969T9,Q969T9,reviewed,WBP2_HUMAN,WW domain-binding protein 2 (WBP-2),WBP2,Homo sapiens (Human),261,WBP2
P13489,P13489,reviewed,RINI_HUMAN,Ribonuclease inhibitor (Placental ribonuclease inhibitor) (Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1) (RAI),RNH1 PRI RNH,Homo sapiens (Human),461,RNH1
Q9NZB2,Q9NZB2,reviewed,F120A_HUMAN,Constitutive coactivator of PPAR-gamma-like protein 1 (Oxidative stress-associated SRC activator) (Protein FAM120A),FAM120A C9orf10 KIAA0183 OSSA,Homo sapiens (Human),1118,FAM120A
A0A087WSY6,A0A087WSY6,reviewed,KVD15_HUMAN,Immunoglobulin kappa variable 3D-15,IGKV3D-15,Homo sapiens (Human),115,IGKV3D-15
P01743,P01743,reviewed,HV146_HUMAN,Immunoglobulin heavy variable 1-46 (Ig heavy chain V-I region DOT) (Ig heavy chain V-I region HG3) (Ig heavy chain V-I region Mot),IGHV1-46,Homo sapiens (Human),117,IGHV1-46
P53634,P53634,reviewed,CATC_HUMAN,Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)],CTSC CPPI,Homo sapiens (Human),463,CTSC
Q9H3P7,Q9H3P7,reviewed,GCP60_HUMAN,"Golgi resident protein GCP60 (Acyl-CoA-binding domain-containing protein 3) (Golgi complex-associated protein 1) (GOCAP1) (Golgi phosphoprotein 1) (GOLPH1) (PBR- and PKA-associated protein 7) (Peripheral benzodiazepine receptor-associated protein PAP7) [Cleaved into: Golgi resident protein GCP60, N-terminally processed]",ACBD3 GCP60 GOCAP1 GOLPH1,Homo sapiens (Human),528,ACBD3
P01889,P01889,reviewed,HLAB_HUMAN,"HLA class I histocompatibility antigen, B alpha chain (Human leukocyte antigen B) (HLA-B)",HLA-B HLAB,Homo sapiens (Human),362,HLA-B
Q9UQ53,Q9UQ53,reviewed,MGT4B_HUMAN,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVb) (GlcNAc-T IVb) (GnT-IVb) (N-acetylglucosaminyltransferase IVb) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVb)",MGAT4B UNQ906/PRO1927,Homo sapiens (Human),548,MGAT4B
Q14847,Q14847,reviewed,LASP1_HUMAN,LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50),LASP1 MLN50,Homo sapiens (Human),261,LASP1
Q9H1Z4,Q9H1Z4,reviewed,WDR13_HUMAN,WD repeat-containing protein 13,WDR13,Homo sapiens (Human),485,WDR13
P09669,P09669,reviewed,COX6C_HUMAN,Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc),COX6C,Homo sapiens (Human),75,COX6C
P28290,P28290,reviewed,ITPI2_HUMAN,Protein ITPRID2 (Cleavage signal-1 protein) (CS-1) (ITPR-interacting domain-containing protein 2) (Ki-ras-induced actin-interacting protein) (Sperm-specific antigen 2),ITPRID2 CS1 KIAA1927 KRAP SSFA2,Homo sapiens (Human),1259,ITPRID2
O60333,O60333,reviewed,KIF1B_HUMAN,Kinesin-like protein KIF1B (Klp) (EC 5.6.1.3),KIF1B KIAA0591 KIAA1448,Homo sapiens (Human),1816,KIF1B
Q92575,Q92575,reviewed,UBXN4_HUMAN,UBX domain-containing protein 4 (Erasin) (UBX domain-containing protein 2),UBXN4 KIAA0242 UBXD2 UBXDC1,Homo sapiens (Human),508,UBXN4
Q04837,Q04837,reviewed,SSBP_HUMAN,"Single-stranded DNA-binding protein, mitochondrial (Mt-SSB) (MtSSB) (PWP1-interacting protein 17)",SSBP1 SSBP,Homo sapiens (Human),148,SSBP1
Q684P5,Q684P5,reviewed,RPGP2_HUMAN,Rap1 GTPase-activating protein 2 (Rap1GAP2) (GTPase-activating Rap/Ran-GAP domain-like protein 4),RAP1GAP2 GARNL4 KIAA1039 RAP1GA2,Homo sapiens (Human),730,RAP1GAP2
P35442,P35442,reviewed,TSP2_HUMAN,Thrombospondin-2,THBS2 TSP2,Homo sapiens (Human),1172,THBS2
Q8N3D4,Q8N3D4,reviewed,EH1L1_HUMAN,EH domain-binding protein 1-like protein 1,EHBP1L1,Homo sapiens (Human),1523,EHBP1L1
Q5T013,Q5T013,reviewed,HYI_HUMAN,Putative hydroxypyruvate isomerase (EC 5.3.1.22) (Endothelial cell apoptosis protein E-CE1),HYI HT036 SB156,Homo sapiens (Human),277,HYI
P49767,P49767,reviewed,VEGFC_HUMAN,Vascular endothelial growth factor C (VEGF-C) (Flt4 ligand) (Flt4-L) (Vascular endothelial growth factor-related protein) (VRP),VEGFC,Homo sapiens (Human),419,VEGFC
P60228,P60228,reviewed,EIF3E_HUMAN,Eukaryotic translation initiation factor 3 subunit E (eIF3e) (Eukaryotic translation initiation factor 3 subunit 6) (Viral integration site protein INT-6 homolog) (eIF-3 p48),EIF3E EIF3S6 INT6,Homo sapiens (Human),445,EIF3E
Q9BYH1,Q9BYH1,reviewed,SE6L1_HUMAN,Seizure 6-like protein,SEZ6L KIAA0927 UNQ2542/PRO6094,Homo sapiens (Human),1024,SEZ6L
Q92614,Q92614,reviewed,MY18A_HUMAN,Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus) (MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210) (SP-R210),MYO18A CD245 KIAA0216 MYSPDZ TIAF1,Homo sapiens (Human),2054,MYO18A
Q8N1I0,Q8N1I0,reviewed,DOCK4_HUMAN,Dedicator of cytokinesis protein 4,DOCK4 KIAA0716,Homo sapiens (Human),1966,DOCK4
P01732,P01732,reviewed,CD8A_HUMAN,T-cell surface glycoprotein CD8 alpha chain (T-lymphocyte differentiation antigen T8/Leu-2) (CD antigen CD8a),CD8A MAL,Homo sapiens (Human),235,CD8A
Q8TF66,Q8TF66,reviewed,LRC15_HUMAN,Leucine-rich repeat-containing protein 15 (Leucine-rich repeat protein induced by beta-amyloid homolog) (hLib),LRRC15 LIB,Homo sapiens (Human),581,LRRC15
P27338,P27338,reviewed,AOFB_HUMAN,Amine oxidase [flavin-containing] B (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B),MAOB,Homo sapiens (Human),520,MAOB
Q03518,Q03518,reviewed,TAP1_HUMAN,Antigen peptide transporter 1 (APT1) (EC 7.4.2.14) (ATP-binding cassette sub-family B member 2) (Peptide supply factor 1) (Peptide transporter PSF1) (PSF-1) (Peptide transporter TAP1) (Peptide transporter involved in antigen processing 1) (Really interesting new gene 4 protein) (RING4),TAP1 ABCB2 PSF1 RING4 Y3,Homo sapiens (Human),748,TAP1
Q01970,Q01970,reviewed,PLCB3_HUMAN,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 (EC 3.1.4.11) (Phosphoinositide phospholipase C-beta-3) (Phospholipase C-beta-3) (PLC-beta-3)",PLCB3,Homo sapiens (Human),1234,PLCB3
P23381,P23381,reviewed,SYWC_HUMAN,"Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Interferon-induced protein 53) (IFP53) (Tryptophanyl-tRNA synthetase) (TrpRS) (hWRS) [Cleaved into: T1-TrpRS; T2-TrpRS]",WARS1 IFI53 WARS WRS,Homo sapiens (Human),471,WARS1
Q8WZ55,Q8WZ55,reviewed,BSND_HUMAN,Barttin,BSND BART,Homo sapiens (Human),320,BSND
Q02952,Q02952,reviewed,AKA12_HUMAN,A-kinase anchor protein 12 (AKAP-12) (A-kinase anchor protein 250 kDa) (AKAP 250) (Gravin) (Myasthenia gravis autoantigen),AKAP12 AKAP250,Homo sapiens (Human),1782,AKAP12
O95393,O95393,reviewed,BMP10_HUMAN,Bone morphogenetic protein 10 (BMP-10),BMP10,Homo sapiens (Human),424,BMP10
Q9Y2T2,Q9Y2T2,reviewed,AP3M1_HUMAN,AP-3 complex subunit mu-1 (AP-3 adaptor complex mu3A subunit) (Adaptor-related protein complex 3 subunit mu-1) (Mu-adaptin 3A) (Mu3A-adaptin),AP3M1,Homo sapiens (Human),418,AP3M1
Q5HYI8,Q5HYI8,reviewed,RABL3_HUMAN,Rab-like protein 3,RABL3,Homo sapiens (Human),236,RABL3
P35754,P35754,reviewed,GLRX1_HUMAN,Glutaredoxin-1 (Thioltransferase-1) (TTase-1),GLRX GRX,Homo sapiens (Human),106,GLRX
O60506,O60506,reviewed,HNRPQ_HUMAN,"Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)",SYNCRIP HNRPQ NSAP1,Homo sapiens (Human),623,SYNCRIP
P02774,P02774,reviewed,VTDB_HUMAN,Vitamin D-binding protein (DBP) (VDB) (Gc protein-derived macrophage activating factor) (Gc-MAF) (GcMAF) (Gc-globulin) (Group-specific component) (Gc) (Vitamin D-binding protein-macrophage activating factor) (DBP-maf),GC,Homo sapiens (Human),474,GC
P11413,P11413,reviewed,G6PD_HUMAN,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49),G6PD,Homo sapiens (Human),515,G6PD
P36873,P36873,reviewed,PP1G_HUMAN,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G) (EC 3.1.3.16) (Protein phosphatase 1C catalytic subunit),PPP1CC,Homo sapiens (Human),323,PPP1CC
P61952,P61952,reviewed,GBG11_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11,GNG11 GNGT11,Homo sapiens (Human),73,GNG11
Q96EP5,Q96EP5,reviewed,DAZP1_HUMAN,DAZ-associated protein 1 (Deleted in azoospermia-associated protein 1),DAZAP1,Homo sapiens (Human),407,DAZAP1
A0A0G2JS06,A0A0G2JS06,reviewed,LV539_HUMAN,Immunoglobulin lambda variable 5-39,IGLV5-39,Homo sapiens (Human),123,IGLV5-39
P53618,P53618,reviewed,COPB_HUMAN,Coatomer subunit beta (Beta-coat protein) (Beta-COP),COPB1 COPB MSTP026,Homo sapiens (Human),953,COPB1
P22891,P22891,reviewed,PROZ_HUMAN,Vitamin K-dependent protein Z,PROZ,Homo sapiens (Human),400,PROZ
P02686,P02686,reviewed,MBP_HUMAN,Myelin basic protein (MBP) (Myelin A1 protein) (Myelin membrane encephalitogenic protein),MBP,Homo sapiens (Human),304,MBP
Q13233,Q13233,reviewed,M3K1_HUMAN,Mitogen-activated protein kinase kinase kinase 1 (EC 2.7.11.25) (MAPK/ERK kinase kinase 1) (MEK kinase 1) (MEKK 1) (EC 2.3.2.27),MAP3K1 MAPKKK1 MEKK MEKK1,Homo sapiens (Human),1512,MAP3K1
P26038,P26038,reviewed,MOES_HUMAN,Moesin (Membrane-organizing extension spike protein),MSN,Homo sapiens (Human),577,MSN
Q13477,Q13477,reviewed,MADCA_HUMAN,Mucosal addressin cell adhesion molecule 1 (MAdCAM-1) (hMAdCAM-1),MADCAM1,Homo sapiens (Human),382,MADCAM1
Q13217,Q13217,reviewed,DNJC3_HUMAN,"DnaJ homolog subfamily C member 3 (Endoplasmic reticulum DNA J domain-containing protein 6) (ER-resident protein ERdj6) (ERdj6) (Interferon-induced, double-stranded RNA-activated protein kinase inhibitor) (Protein kinase inhibitor of 58 kDa) (Protein kinase inhibitor p58)",DNAJC3 P58IPK PRKRI,Homo sapiens (Human),504,DNAJC3
Q92563,Q92563,reviewed,TICN2_HUMAN,"Testican-2 (SPARC/osteonectin, CWCV, and Kazal-like domains proteoglycan 2)",SPOCK2 KIAA0275 TICN2 UNQ269/PRO306,Homo sapiens (Human),424,SPOCK2
O00203,O00203,reviewed,AP3B1_HUMAN,AP-3 complex subunit beta-1 (Adaptor protein complex AP-3 subunit beta-1) (Adaptor-related protein complex 3 subunit beta-1) (Beta-3A-adaptin) (Clathrin assembly protein complex 3 beta-1 large chain),AP3B1 ADTB3A,Homo sapiens (Human),1094,AP3B1
P52907,P52907,reviewed,CAZA1_HUMAN,F-actin-capping protein subunit alpha-1 (CapZ alpha-1),CAPZA1,Homo sapiens (Human),286,CAPZA1
Q9NRW7,Q9NRW7,reviewed,VPS45_HUMAN,Vacuolar protein sorting-associated protein 45 (h-VPS45) (hlVps45),VPS45 VPS45A VPS45B,Homo sapiens (Human),570,VPS45
Q9UNH7,Q9UNH7,reviewed,SNX6_HUMAN,"Sorting nexin-6 (TRAF4-associated factor 2) [Cleaved into: Sorting nexin-6, N-terminally processed]",SNX6,Homo sapiens (Human),406,SNX6
P54136,P54136,reviewed,SYRC_HUMAN,"Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)",RARS1 RARS,Homo sapiens (Human),660,RARS1
P30086,P30086,reviewed,PEBP1_HUMAN,Phosphatidylethanolamine-binding protein 1 (PEBP-1) (HCNPpp) (Neuropolypeptide h3) (Prostatic-binding protein) (Raf kinase inhibitor protein) (RKIP) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)],PEBP1 PBP PEBP,Homo sapiens (Human),187,PEBP1
Q08379,Q08379,reviewed,GOGA2_HUMAN,Golgin subfamily A member 2 (130 kDa cis-Golgi matrix protein) (GM130) (GM130 autoantigen) (Golgin-95),GOLGA2,Homo sapiens (Human),1002,GOLGA2
P0DTE1,P0DTE1,reviewed,HV383_HUMAN,Probable non-functional immunoglobulin heavy variable 3-38-3,IGHV3-38-3 IGHV3-D,Homo sapiens (Human),115,IGHV3-38-3
Q9Y274,Q9Y274,reviewed,SIA10_HUMAN,"Type 2 lactosamine alpha-2,3-sialyltransferase (EC 2.4.3.6) (CMP-NeuAc:beta-galactoside alpha-2,3-sialyltransferase VI) (ST3Gal VI) (ST3GalVI) (Sialyltransferase 10)",ST3GAL6 SIAT10,Homo sapiens (Human),331,ST3GAL6
P14770,P14770,reviewed,GPIX_HUMAN,Platelet glycoprotein IX (GP-IX) (GPIX) (Glycoprotein 9) (CD antigen CD42a),GP9,Homo sapiens (Human),177,GP9
O95336,O95336,reviewed,6PGL_HUMAN,6-phosphogluconolactonase (6PGL) (EC 3.1.1.31),PGLS,Homo sapiens (Human),258,PGLS
Q6XQN6,Q6XQN6,reviewed,PNCB_HUMAN,Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21) (FHA-HIT-interacting protein) (Nicotinate phosphoribosyltransferase domain-containing protein 1),NAPRT FHIP NAPRT1,Homo sapiens (Human),538,NAPRT
Q6IFN5,Q6IFN5,reviewed,O7E24_HUMAN,Olfactory receptor 7E24 (Olfactory receptor OR19-14),OR7E24 OR7E24P,Homo sapiens (Human),339,OR7E24
P20674,P20674,reviewed,COX5A_HUMAN,"Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)",COX5A,Homo sapiens (Human),150,COX5A
P50148,P50148,reviewed,GNAQ_HUMAN,Guanine nucleotide-binding protein G(q) subunit alpha (EC 3.6.5.-) (Guanine nucleotide-binding protein alpha-q),GNAQ GAQ,Homo sapiens (Human),359,GNAQ
O43739,O43739,reviewed,CYH3_HUMAN,"Cytohesin-3 (ARF nucleotide-binding site opener 3) (Protein ARNO3) (General receptor of phosphoinositides 1) (Grp1) (PH, SEC7 and coiled-coil domain-containing protein 3)",CYTH3 ARNO3 GRP1 PSCD3,Homo sapiens (Human),400,CYTH3
P53396,P53396,reviewed,ACLY_HUMAN,ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (ACL) (Citrate cleavage enzyme),ACLY,Homo sapiens (Human),1101,ACLY
Q12841,Q12841,reviewed,FSTL1_HUMAN,Follistatin-related protein 1 (Follistatin-like protein 1),FSTL1 FRP,Homo sapiens (Human),308,FSTL1
Q9Y2G2,Q9Y2G2,reviewed,CARD8_HUMAN,"Caspase recruitment domain-containing protein 8 (EC 3.4.-.-) (CARD-inhibitor of NF-kappa-B-activating ligand) (CARDINAL) (Tumor up-regulated CARD-containing antagonist of CASP9) (TUCAN) [Cleaved into: Caspase recruitment domain-containing protein 8, C-terminus (CARD8-CT); Caspase recruitment domain-containing protein 8, N-terminus (CARD8-NT)]",CARD8 DACAR KIAA0955 NDPP1,Homo sapiens (Human),537,CARD8
P82909,P82909,reviewed,KGD4_HUMAN,Alpha-ketoglutarate dehydrogenase component 4 (Alpha-ketoglutarate dehydrogenase subunit 4),KGD4 MRPS36 DC47,Homo sapiens (Human),103,KGD4
A1L4H1,A1L4H1,reviewed,SRCRL_HUMAN,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D (Soluble scavenger protein with 5 SRCR domains) (SSc5D),SSC5D,Homo sapiens (Human),1573,SSC5D
Q96RF0,Q96RF0,reviewed,SNX18_HUMAN,Sorting nexin-18 (SH3 and PX domain-containing protein 3B),SNX18 SH3PXD3B,Homo sapiens (Human),628,SNX18
Q9H4A3,Q9H4A3,reviewed,WNK1_HUMAN,Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Erythrocyte 65 kDa protein) (p65) (Kinase deficient protein) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1) (hWNK1),WNK1 HSN2 KDP KIAA0344 PRKWNK1,Homo sapiens (Human),2382,WNK1
A0A0C4DH36,A0A0C4DH36,reviewed,HV338_HUMAN,Probable non-functional immunoglobulin heavy variable 3-38,IGHV3-38,Homo sapiens (Human),116,IGHV3-38
P13807,P13807,reviewed,GYS1_HUMAN,"Glycogen [starch] synthase, muscle (EC 2.4.1.11) (Glycogen synthase 1)",GYS1 GYS,Homo sapiens (Human),737,GYS1
Q9UHV9,Q9UHV9,reviewed,PFD2_HUMAN,Prefoldin subunit 2,PFDN2 PFD2 HSPC231,Homo sapiens (Human),154,PFDN2
Q8N1G4,Q8N1G4,reviewed,LRC47_HUMAN,Leucine-rich repeat-containing protein 47,LRRC47 KIAA1185,Homo sapiens (Human),583,LRRC47
Q5VVQ6,Q5VVQ6,reviewed,OTU1_HUMAN,Ubiquitin thioesterase OTU1 (EC 3.4.19.12) (DUBA-8) (HIV-1-induced protease 7) (HIN-7) (HsHIN7) (OTU domain-containing protein 2),YOD1 DUBA8 HIN7 OTUD2 PRO0907,Homo sapiens (Human),348,YOD1
P61803,P61803,reviewed,DAD1_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (Oligosaccharyl transferase subunit DAD1) (Defender against cell death 1) (DAD-1),DAD1,Homo sapiens (Human),113,DAD1
P26583,P26583,reviewed,HMGB2_HUMAN,High mobility group protein B2 (High mobility group protein 2) (HMG-2),HMGB2 HMG2,Homo sapiens (Human),209,HMGB2
P01593,P01593,reviewed,KVD33_HUMAN,Immunoglobulin kappa variable 1D-33 (Ig kappa chain V-I region AG) (Ig kappa chain V-I region Bi) (Ig kappa chain V-I region Lay) (Ig kappa chain V-I region Ni) (Ig kappa chain V-I region Rei) (Ig kappa chain V-I region Roy) (Ig kappa chain V-I region Scw) (Ig kappa chain V-I region WAT),IGKV1D-33,Homo sapiens (Human),117,IGKV1D-33
P16885,P16885,reviewed,PLCG2_HUMAN,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 (EC 3.1.4.11) (Phosphoinositide phospholipase C-gamma-2) (Phospholipase C-IV) (PLC-IV) (Phospholipase C-gamma-2) (PLC-gamma-2)",PLCG2,Homo sapiens (Human),1265,PLCG2
P12724,P12724,reviewed,ECP_HUMAN,Eosinophil cationic protein (ECP) (EC 3.1.27.-) (Ribonuclease 3) (RNase 3),RNASE3 ECP RNS3,Homo sapiens (Human),160,RNASE3
P01127,P01127,reviewed,PDGFB_HUMAN,Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide) (Proto-oncogene c-Sis) (Becaplermin),PDGFB PDGF2 SIS,Homo sapiens (Human),241,PDGFB
Q9Y240,Q9Y240,reviewed,CLC11_HUMAN,C-type lectin domain family 11 member A (C-type lectin superfamily member 3) (Lymphocyte secreted C-type lectin) (Osteolectin) (Stem cell growth factor) (p47),CLEC11A CLECSF3 LSLCL SCGF,Homo sapiens (Human),323,CLEC11A
Q6IA69,Q6IA69,reviewed,NADE_HUMAN,Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]) (NAD(+) synthetase),NADSYN1,Homo sapiens (Human),706,NADSYN1
O94929,O94929,reviewed,ABLM3_HUMAN,Actin-binding LIM protein 3 (abLIM-3) (Actin-binding LIM protein family member 3),ABLIM3 KIAA0843 HMFN1661,Homo sapiens (Human),683,ABLIM3
Q6P4E1,Q6P4E1,reviewed,GOLM2_HUMAN,Protein GOLM2 (Cancer susceptibility candidate gene 4 protein) (CASC4) (Golgi membrane protein 2),GOLM2 CASC4 UNQ2573/PRO6308,Homo sapiens (Human),436,GOLM2
P23588,P23588,reviewed,IF4B_HUMAN,Eukaryotic translation initiation factor 4B (eIF-4B),EIF4B,Homo sapiens (Human),611,EIF4B
Q9NYR9,Q9NYR9,reviewed,KBRS2_HUMAN,NF-kappa-B inhibitor-interacting Ras-like protein 2 (I-kappa-B-interacting Ras-like protein 2) (Kappa B-Ras protein 2) (KappaB-Ras2),NKIRAS2 KBRAS2,Homo sapiens (Human),191,NKIRAS2
P0DP02,P0DP02,reviewed,HVC33_HUMAN,Immunoglobulin heavy variable 3-30-3,IGHV3-30-3,Homo sapiens (Human),117,IGHV3-30-3
P01772,P01772,reviewed,HV333_HUMAN,Immunoglobulin heavy variable 3-33 (Ig heavy chain V-III region HIL) (Ig heavy chain V-III region KOL),IGHV3-33,Homo sapiens (Human),117,IGHV3-33
P10301,P10301,reviewed,RRAS_HUMAN,Ras-related protein R-Ras (EC 3.6.5.2) (p23),RRAS,Homo sapiens (Human),218,RRAS
P34897,P34897,reviewed,GLYM_HUMAN,"Serine hydroxymethyltransferase, mitochondrial (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)",SHMT2,Homo sapiens (Human),504,SHMT2
O95295,O95295,reviewed,SNAPN_HUMAN,SNARE-associated protein Snapin (Biogenesis of lysosome-related organelles complex 1 subunit 7) (BLOC-1 subunit 7) (Synaptosomal-associated protein 25-binding protein) (SNAP-associated protein),SNAPIN BLOC1S7 SNAP25BP SNAPAP,Homo sapiens (Human),136,SNAPIN
Q8N9N7,Q8N9N7,reviewed,LRC57_HUMAN,Leucine-rich repeat-containing protein 57,LRRC57,Homo sapiens (Human),239,LRRC57
O75340,O75340,reviewed,PDCD6_HUMAN,Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2),PDCD6 ALG2,Homo sapiens (Human),191,PDCD6
Q4ZHG4,Q4ZHG4,reviewed,FNDC1_HUMAN,Fibronectin type III domain-containing protein 1 (Activation-associated cDNA protein) (Expressed in synovial lining protein),FNDC1 FNDC2 KIAA1866 MEL4B3,Homo sapiens (Human),1894,FNDC1
P28065,P28065,reviewed,PSB9_HUMAN,Proteasome subunit beta type-9 (EC 3.4.25.1) (Low molecular mass protein 2) (Macropain chain 7) (Multicatalytic endopeptidase complex chain 7) (Proteasome chain 7) (Proteasome subunit beta-1i) (Really interesting new gene 12 protein),PSMB9 LMP2 PSMB6i RING12,Homo sapiens (Human),219,PSMB9
P18669,P18669,reviewed,PGAM1_HUMAN,Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B),PGAM1 PGAMA CDABP0006,Homo sapiens (Human),254,PGAM1
Q9UH62,Q9UH62,reviewed,ARMX3_HUMAN,Armadillo repeat-containing X-linked protein 3 (ARM protein lost in epithelial cancers on chromosome X 3) (Protein ALEX3),ARMCX3 ALEX3 BM-017 UNQ2517/PRO6007,Homo sapiens (Human),379,ARMCX3
Q6EEV6,Q6EEV6,reviewed,SUMO4_HUMAN,Small ubiquitin-related modifier 4 (SUMO-4) (Small ubiquitin-like protein 4),SUMO4 SMT3H4,Homo sapiens (Human),95,SUMO4
P0DJD8,P0DJD8,reviewed,PEPA3_HUMAN,Pepsin A-3 (EC 3.4.23.1) (Pepsinogen-3),PGA3,Homo sapiens (Human),388,PGA3
O95685,O95685,reviewed,PPR3D_HUMAN,Protein phosphatase 1 regulatory subunit 3D (Protein phosphatase 1 regulatory subunit 6) (PP1 subunit R6) (Protein phosphatase 1-binding subunit R6),PPP1R3D PPP1R6,Homo sapiens (Human),299,PPP1R3D
Q86TY3,Q86TY3,reviewed,ARMD4_HUMAN,Armadillo-like helical domain-containing protein 4 (Upstream of mTORC2 protein),ARMH4 C14orf37,Homo sapiens (Human),774,ARMH4
P08138,P08138,reviewed,TNR16_HUMAN,Tumor necrosis factor receptor superfamily member 16 (Gp80-LNGFR) (Low affinity neurotrophin receptor p75NTR) (Low-affinity nerve growth factor receptor) (NGF receptor) (Low-affinity nerve growth factor receptor p75NGFR) (Low-affinity nerve growth factor receptor p75NGR) (p75 ICD) (CD antigen CD271),NGFR TNFRSF16,Homo sapiens (Human),427,NGFR
